59,"ὁπποτέρωθεν Ἀχαιοὶ ὀρινόμενοι κλονέονται,"
60,"ὡς ἐπιμὶξ κτείνονται, ἀϋτὴ δʼ οὐρανὸν ἵκει."
61,ἡμεῖς δὲ φραζώμεθʼ ὅπως ἔσται τάδε ἔργα
62,εἴ τι νόος ῥέξει· πόλεμον δʼ οὐκ ἄμμε κελεύω
63,δύμεναι· οὐ γάρ πως βεβλημένον ἐστὶ μάχεσθαι.
64,τὸν δʼ αὖτε προσέειπεν ἄναξ ἀνδρῶν Ἀγαμέμνων·
65,"Νέστορ ἐπεὶ δὴ νηυσὶν ἔπι πρυμνῇσι μάχονται,"
66,"τεῖχος δʼ οὐκ ἔχραισμε τετυγμένον, οὐδέ τι τάφρος,"
67,"ᾗ ἔπι πολλὰ πάθον Δαναοί, ἔλποντο δὲ θυμῷ"
68,ἄρρηκτον νηῶν τε καὶ αὐτῶν εἶλαρ ἔσεσθαι·
69,οὕτω που Διὶ μέλλει ὑπερμενέϊ φίλον εἶναι
70,νωνύμνους ἀπολέσθαι ἀπʼ Ἄργεος ἐνθάδʼ Ἀχαιούς.
71,"ᾔδεα μὲν γὰρ ὅτε πρόφρων Δαναοῖσιν ἄμυνεν,"
72,οἶδα δὲ νῦν ὅτε τοὺς μὲν ὁμῶς μακάρεσσι θεοῖσι
73,"κυδάνει, ἡμέτερον δὲ μένος καὶ χεῖρας ἔδησεν."
74,ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼν εἴπω πειθώμεθα πάντες.
75,νῆες ὅσαι πρῶται εἰρύαται ἄγχι θαλάσσης
76,"ἕλκωμεν, πάσας δὲ ἐρύσσομεν εἰς ἅλα δῖαν,"
77,"ὕψι δʼ ἐπʼ εὐνάων ὁρμίσσομεν, εἰς ὅ κεν ἔλθῃ"
78,"νὺξ ἀβρότη, ἢν καὶ τῇ ἀπόσχωνται πολέμοιο"
79,Τρῶες· ἔπειτα δέ κεν ἐρυσαίμεθα νῆας ἁπάσας.
80,"οὐ γάρ τις νέμεσις φυγέειν κακόν, οὐδʼ ἀνὰ νύκτα."
81,βέλτερον ὃς φεύγων προφύγῃ κακὸν ἠὲ ἁλώῃ.
82,τὸν δʼ ἄρʼ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς·
83,Ἀτρεΐδη ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων·
84,οὐλόμενʼ αἴθʼ ὤφελλες ἀεικελίου στρατοῦ ἄλλου
85,"σημαίνειν, μὴ δʼ ἄμμιν ἀνασσέμεν, οἷσιν ἄρα Ζεὺς"
86,ἐκ νεότητος ἔδωκε καὶ ἐς γῆρας τολυπεύειν
87,"ἀργαλέους πολέμους, ὄφρα φθιόμεσθα ἕκαστος."
88,οὕτω δὴ μέμονας Τρώων πόλιν εὐρυάγυιαν
89,"καλλείψειν, ἧς εἵνεκʼ ὀϊζύομεν κακὰ πολλά;"
90,"σίγα, μή τίς τʼ ἄλλος Ἀχαιῶν τοῦτον ἀκούσῃ"
91,"μῦθον, ὃν οὔ κεν ἀνήρ γε διὰ στόμα πάμπαν ἄγοιτο"
92,ὅς τις ἐπίσταιτο ᾗσι φρεσὶν ἄρτια βάζειν
93,"σκηπτοῦχός τʼ εἴη, καί οἱ πειθοίατο λαοὶ"
94,τοσσοίδʼ ὅσσοισιν σὺ μετʼ Ἀργείοισιν ἀνάσσεις·
95,"νῦν δέ σευ ὠνοσάμην πάγχυ φρένας, οἷον ἔειπες·"
96,ὃς κέλεαι πολέμοιο συνεσταότος καὶ ἀϋτῆς
97,"νῆας ἐϋσσέλμους ἅλαδʼ ἑλκέμεν, ὄφρʼ ἔτι μᾶλλον"
98,"Τρωσὶ μὲν εὐκτὰ γένηται ἐπικρατέουσί περ ἔμπης,"
99,ἡμῖν δʼ αἰπὺς ὄλεθρος ἐπιρρέπῃ. οὐ γὰρ Ἀχαιοὶ
100,"σχήσουσιν πόλεμον νηῶν ἅλα δʼ ἑλκομενάων,"
101,"ἀλλʼ ἀποπαπτανέουσιν, ἐρωήσουσι δὲ χάρμης."
102,ἔνθά κε σὴ βουλὴ δηλήσεται ὄρχαμε λαῶν.
103,τὸν δʼ ἠμείβετʼ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·
104,ὦ Ὀδυσεῦ μάλα πώς με καθίκεο θυμὸν ἐνιπῇ
105,ἀργαλέῃ· ἀτὰρ οὐ μὲν ἐγὼν ἀέκοντας ἄνωγα
106,νῆας ἐϋσσέλμους ἅλα δʼ ἑλκέμεν υἷας Ἀχαιῶν.
107,νῦν δʼ εἴη ὃς τῆσδέ γʼ ἀμείνονα μῆτιν ἐνίσποι
108,ἢ νέος ἠὲ παλαιός· ἐμοὶ δέ κεν ἀσμένῳ εἴη.
109,τοῖσι δὲ καὶ μετέειπε βοὴν ἀγαθὸς Διομήδης·
110,ἐγγὺς ἀνήρ· οὐ δηθὰ ματεύσομεν· αἴ κʼ ἐθέλητε
111,"πείθεσθαι, καὶ μή τι κότῳ ἀγάσησθε ἕκαστος"
112,οὕνεκα δὴ γενεῆφι νεώτατός εἰμι μεθʼ ὑμῖν·
113,πατρὸς δʼ ἐξ ἀγαθοῦ καὶ ἐγὼ γένος εὔχομαι εἶναι
114,"Τυδέος, ὃν Θήβῃσι χυτὴ κατὰ γαῖα καλύπτει."
115,"πορθεῖ γὰρ τρεῖς παῖδες ἀμύμονες ἐξεγένοντο,"
116,οἴκεον δʼ ἐν Πλευρῶνι καὶ αἰπεινῇ Καλυδῶνι
117,"Ἄγριος ἠδὲ Μέλας, τρίτατος δʼ ἦν ἱππότα Οἰνεὺς"
118,πατρὸς ἐμοῖο πατήρ· ἀρετῇ δʼ ἦν ἔξοχος αὐτῶν.
119,"ἀλλʼ ὃ μὲν αὐτόθι μεῖνε, πατὴρ δʼ ἐμὸς Ἄργεϊ νάσθη"
120,πλαγχθείς· ὡς γάρ που Ζεὺς ἤθελε καὶ θεοὶ ἄλλοι.
121,"Ἀδρήστοιο δʼ ἔγημε θυγατρῶν, ναῖε δὲ δῶμα"
122,"ἀφνειὸν βιότοιο, ἅλις δέ οἱ ἦσαν ἄρουραι"
123,"πυροφόροι, πολλοὶ δὲ φυτῶν ἔσαν ὄρχατοι ἀμφίς,"
124,πολλὰ δέ οἱ πρόβατʼ ἔσκε· κέκαστο δὲ πάντας Ἀχαιοὺς
125,"ἐγχείῃ· τὰ δὲ μέλλετʼ ἀκουέμεν, εἰ ἐτεόν περ."
126,τὼ οὐκ ἄν με γένος γε κακὸν καὶ ἀνάλκιδα φάντες
127,μῦθον ἀτιμήσαιτε πεφασμένον ὅν κʼ ἐῢ εἴπω.
128,δεῦτʼ ἴομεν πόλεμον δὲ καὶ οὐτάμενοί περ ἀνάγκῃ.
129,ἔνθα δʼ ἔπειτʼ αὐτοὶ μὲν ἐχώμεθα δηϊοτῆτος
130,"ἐκ βελέων, μή πού τις ἐφʼ ἕλκεϊ ἕλκος ἄρηται·"
131,"ἄλλους δʼ ὀτρύνοντες ἐνήσομεν, οἳ τὸ πάρος περ"
132,θυμῷ ἦρα φέροντες ἀφεστᾶσʼ οὐδὲ μάχονται.
133,"ὣς ἔφαθʼ, οἳ δʼ ἄρα τοῦ μάλα μὲν κλύον ἠδὲ πίθοντο·"
134,"βὰν δʼ ἴμεν, ἦρχε δʼ ἄρά σφιν ἄναξ ἀνδρῶν Ἀγαμέμνων."
135,"οὐδʼ ἀλαοσκοπιὴν εἶχε κλυτὸς ἐννοσίγαιος,"
136,"ἀλλὰ μετʼ αὐτοὺς ἦλθε παλαιῷ φωτὶ ἐοικώς,"
137,"δεξιτερὴν δʼ ἕλε χεῖρʼ Ἀγαμέμνονος Ἀτρεΐδαο,"
138,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα·
139,Ἀτρεΐδη νῦν δή που Ἀχιλλῆος ὀλοὸν κῆρ
140,γηθεῖ ἐνὶ στήθεσσι φόνον καὶ φύζαν Ἀχαιῶν
141,"δερκομένῳ, ἐπεὶ οὔ οἱ ἔνι φρένες οὐδʼ ἠβαιαί."
142,"ἀλλʼ ὃ μὲν ὣς ἀπόλοιτο, θεὸς δέ ἑ σιφλώσειε·"
143,"σοὶ δʼ οὔ πω μάλα πάγχυ θεοὶ μάκαρες κοτέουσιν,"
144,ἀλλʼ ἔτι που Τρώων ἡγήτορες ἠδὲ μέδοντες
145,"εὐρὺ κονίσουσιν πεδίον, σὺ δʼ ἐπόψεαι αὐτὸς"
146,φεύγοντας προτὶ ἄστυ νεῶν ἄπο καὶ κλισιάων.
147,ὣς εἰπὼν μέγʼ ἄϋσεν ἐπεσσύμενος πεδίοιο.
148,ὅσσόν τʼ ἐννεάχιλοι ἐπίαχον ἢ δεκάχιλοι
149,"ἀνέρες ἐν πολέμῳ ἔριδα ξυνάγοντες Ἄρηος,"
150,τόσσην ἐκ στήθεσφιν ὄπα κρείων ἐνοσίχθων
151,ἧκεν· Ἀχαιοῖσιν δὲ μέγα σθένος ἔμβαλʼ ἑκάστῳ
152,"καρδίῃ, ἄληκτον πολεμίζειν ἠδὲ μάχεσθαι."
153,Ἥρη δʼ εἰσεῖδε χρυσόθρονος ὀφθαλμοῖσι
154,στᾶσʼ ἐξ Οὐλύμποιο ἀπὸ ῥίου· αὐτίκα δʼ ἔγνω
155,τὸν μὲν ποιπνύοντα μάχην ἀνὰ κυδιάνειραν
156,"αὐτοκασίγνητον καὶ δαέρα, χαῖρε δὲ θυμῷ·"
157,Ζῆνα δʼ ἐπʼ ἀκροτάτης κορυφῆς πολυπίδακος Ἴδης
158,"ἥμενον εἰσεῖδε, στυγερὸς δέ οἱ ἔπλετο θυμῷ."
159,μερμήριξε δʼ ἔπειτα βοῶπις πότνια Ἥρη
160,ὅππως ἐξαπάφοιτο Διὸς νόον αἰγιόχοιο·
161,ἥδε δέ οἱ κατὰ θυμὸν ἀρίστη φαίνετο βουλὴ
162,"ἐλθεῖν εἰς Ἴδην εὖ ἐντύνασαν ἓ αὐτήν,"
163,εἴ πως ἱμείραιτο παραδραθέειν φιλότητι
164,"ᾗ χροιῇ, τῷ δʼ ὕπνον ἀπήμονά τε λιαρόν τε"
165,χεύῃ ἐπὶ βλεφάροισιν ἰδὲ φρεσὶ πευκαλίμῃσι.
166,"βῆ δʼ ἴμεν ἐς θάλαμον, τόν οἱ φίλος υἱὸς ἔτευξεν"
167,"Ἥφαιστος, πυκινὰς δὲ θύρας σταθμοῖσιν ἐπῆρσε"
168,"κληῗδι κρυπτῇ, τὴν δʼ οὐ θεὸς ἄλλος ἀνῷγεν·"
169,ἔνθʼ ἥ γʼ εἰσελθοῦσα θύρας ἐπέθηκε φαεινάς.
170,ἀμβροσίῃ μὲν πρῶτον ἀπὸ χροὸς ἱμερόεντος
171,"λύματα πάντα κάθηρεν, ἀλείψατο δὲ λίπʼ ἐλαίῳ"
172,"ἀμβροσίῳ ἑδανῷ, τό ῥά οἱ τεθυωμένον ἦεν·"
173,τοῦ καὶ κινυμένοιο Διὸς κατὰ χαλκοβατὲς δῶ
174,ἔμπης ἐς γαῖάν τε καὶ οὐρανὸν ἵκετʼ ἀϋτμή.
175,τῷ ῥʼ ἥ γε χρόα καλὸν ἀλειψαμένη ἰδὲ χαίτας
176,πεξαμένη χερσὶ πλοκάμους ἔπλεξε φαεινοὺς
177,καλοὺς ἀμβροσίους ἐκ κράατος ἀθανάτοιο.
178,"ἀμφὶ δʼ ἄρʼ ἀμβρόσιον ἑανὸν ἕσαθʼ, ὅν οἱ Ἀθήνη"
179,"ἔξυσʼ ἀσκήσασα, τίθει δʼ ἐνὶ δαίδαλα πολλά·"
180,χρυσείῃς δʼ ἐνετῇσι κατὰ στῆθος περονᾶτο.
181,"ζώσατο δὲ ζώνῃ ἑκατὸν θυσάνοις ἀραρυίῃ,"
182,ἐν δʼ ἄρα ἕρματα ἧκεν ἐϋτρήτοισι λοβοῖσι
183,τρίγληνα μορόεντα· χάρις δʼ ἀπελάμπετο πολλή.
184,κρηδέμνῳ δʼ ἐφύπερθε καλύψατο δῖα θεάων
185,καλῷ νηγατέῳ· λευκὸν δʼ ἦν ἠέλιος ὥς·
186,ποσσὶ δʼ ὑπὸ λιπαροῖσιν ἐδήσατο καλὰ πέδιλα.
187,αὐτὰρ ἐπεὶ δὴ πάντα περὶ χροῒ θήκατο κόσμον
188,"βῆ ῥʼ ἴμεν ἐκ θαλάμοιο, καλεσσαμένη δʼ Ἀφροδίτην"
189,τῶν ἄλλων ἀπάνευθε θεῶν πρὸς μῦθον ἔειπε·
190,"ἦ ῥά νύ μοί τι πίθοιο φίλον τέκος ὅττί κεν εἴπω,"
191,"ἦέ κεν ἀρνήσαιο κοτεσσαμένη τό γε θυμῷ,"
192,"οὕνεκʼ ἐγὼ Δαναοῖσι, σὺ δὲ Τρώεσσιν ἀρήγεις;"
193,τὴν δʼ ἠμείβετʼ ἔπειτα Διὸς θυγάτηρ Ἀφροδίτη·
194,Ἥρη πρέσβα θεὰ θύγατερ μεγάλοιο Κρόνοιο
195,"αὔδα ὅ τι φρονέεις· τελέσαι δέ με θυμὸς ἄνωγεν,"
196,εἰ δύναμαι τελέσαι γε καὶ εἰ τετελεσμένον ἐστίν.
197,τὴν δὲ δολοφρονέουσα προσηύδα πότνια Ἥρη·
198,"δὸς νῦν μοι φιλότητα καὶ ἵμερον, ᾧ τε σὺ πάντας"
199,δαμνᾷ ἀθανάτους ἠδὲ θνητοὺς ἀνθρώπους.
200,"εἶμι γὰρ ὀψομένη πολυφόρβου πείρατα γαίης,"
201,"Ὠκεανόν τε θεῶν γένεσιν καὶ μητέρα Τηθύν,"
202,οἵ μʼ ἐν σφοῖσι δόμοισιν ἐῢ τρέφον ἠδʼ ἀτίταλλον
203,"δεξάμενοι Ῥείας, ὅτε τε Κρόνον εὐρύοπα Ζεὺς"
204,γαίης νέρθε καθεῖσε καὶ ἀτρυγέτοιο θαλάσσης·
205,"τοὺς εἶμʼ ὀψομένη, καί σφʼ ἄκριτα νείκεα λύσω·"
206,ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται
207,"εὐνῆς καὶ φιλότητος, ἐπεὶ χόλος ἔμπεσε θυμῷ."
208,εἰ κείνω ἐπέεσσι παραιπεπιθοῦσα φίλον κῆρ
209,"εἰς εὐνὴν ἀνέσαιμι ὁμωθῆναι φιλότητι,"
210,αἰεί κέ σφι φίλη τε καὶ αἰδοίη καλεοίμην.
211,τὴν δʼ αὖτε προσέειπε φιλομειδὴς Ἀφροδίτη·
212,οὐκ ἔστʼ οὐδὲ ἔοικε τεὸν ἔπος ἀρνήσασθαι·
213,Ζηνὸς γὰρ τοῦ ἀρίστου ἐν ἀγκοίνῃσιν ἰαύεις.
214,"ἦ, καὶ ἀπὸ στήθεσφιν ἐλύσατο κεστὸν ἱμάντα"
215,"ποικίλον, ἔνθα δέ οἱ θελκτήρια πάντα τέτυκτο·"
216,"ἔνθʼ ἔνι μὲν φιλότης, ἐν δʼ ἵμερος, ἐν δʼ ὀαριστὺς"
217,"πάρφασις, ἥ τʼ ἔκλεψε νόον πύκα περ φρονεόντων."
218,τόν ῥά οἱ ἔμβαλε χερσὶν ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε·
219,τῆ νῦν τοῦτον ἱμάντα τεῷ ἐγκάτθεο κόλπῳ
220,"ποικίλον, ᾧ ἔνι πάντα τετεύχαται· οὐδέ σέ φημι"
221,"ἄπρηκτόν γε νέεσθαι, ὅ τι φρεσὶ σῇσι μενοινᾷς."
222,"ὣς φάτο, μείδησεν δὲ βοῶπις πότνια Ἥρη,"
223,μειδήσασα δʼ ἔπειτα ἑῷ ἐγκάτθετο κόλπῳ.
224,"ἣ μὲν ἔβη πρὸς δῶμα Διὸς θυγάτηρ Ἀφροδίτη,"
225,"Ἥρη δʼ ἀΐξασα λίπεν ῥίον Οὐλύμποιο,"
226,Πιερίην δʼ ἐπιβᾶσα καὶ Ἠμαθίην ἐρατεινὴν
227,σεύατʼ ἐφʼ ἱπποπόλων Θρῃκῶν ὄρεα νιφόεντα
228,ἀκροτάτας κορυφάς· οὐδὲ χθόνα μάρπτε ποδοῖιν·
229,"ἐξ Ἀθόω δʼ ἐπὶ πόντον ἐβήσετο κυμαίνοντα,"
230,Λῆμνον δʼ εἰσαφίκανε πόλιν θείοιο Θόαντος.
231,"ἔνθʼ Ὕπνῳ ξύμβλητο κασιγνήτῳ Θανάτοιο,"
232,ἔν τʼ ἄρα οἱ φῦ χειρὶ ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζεν·
233,"Ὕπνε ἄναξ πάντων τε θεῶν πάντων τʼ ἀνθρώπων,"
234,"ἠμὲν δή ποτʼ ἐμὸν ἔπος ἔκλυες, ἠδʼ ἔτι καὶ νῦν"
235,πείθευ· ἐγὼ δέ κέ τοι ἰδέω χάριν ἤματα πάντα.
236,κοίμησόν μοι Ζηνὸς ὑπʼ ὀφρύσιν ὄσσε φαεινὼ
237,αὐτίκʼ ἐπεί κεν ἐγὼ παραλέξομαι ἐν φιλότητι.
238,δῶρα δέ τοι δώσω καλὸν θρόνον ἄφθιτον αἰεὶ
239,χρύσεον· Ἥφαιστος δέ κʼ ἐμὸς πάϊς ἀμφιγυήεις
240,"τεύξειʼ ἀσκήσας, ὑπὸ δὲ θρῆνυν ποσὶν ἥσει,"
241,τῷ κεν ἐπισχοίης λιπαροὺς πόδας εἰλαπινάζων.
242,τὴν δʼ ἀπαμειβόμενος προσεφώνεε νήδυμος Ὕπνος·
243,Ἥρη πρέσβα θεὰ θύγατερ μεγάλοιο Κρόνοιο
244,ἄλλον μέν κεν ἔγωγε θεῶν αἰειγενετάων
245,"ῥεῖα κατευνήσαιμι, καὶ ἂν ποταμοῖο ῥέεθρα"
246,"Ὠκεανοῦ, ὅς περ γένεσις πάντεσσι τέτυκται·"
247,Ζηνὸς δʼ οὐκ ἂν ἔγωγε Κρονίονος ἆσσον ἱκοίμην
248,"οὐδὲ κατευνήσαιμʼ, ὅτε μὴ αὐτός γε κελεύοι."
249,ἤδη γάρ με καὶ ἄλλο τεὴ ἐπίνυσσεν ἐφετμὴ
250,ἤματι τῷ ὅτε κεῖνος ὑπέρθυμος Διὸς υἱὸς
251,ἔπλεεν Ἰλιόθεν Τρώων πόλιν ἐξαλαπάξας.
252,ἤτοι ἐγὼ μὲν ἔλεξα Διὸς νόον αἰγιόχοιο
253,νήδυμος ἀμφιχυθείς· σὺ δέ οἱ κακὰ μήσαο θυμῷ
254,"ὄρσασʼ ἀργαλέων ἀνέμων ἐπὶ πόντον ἀήτας,"
255,καί μιν ἔπειτα Κόων δʼ εὖ ναιομένην ἀπένεικας
256,νόσφι φίλων πάντων. ὃ δʼ ἐπεγρόμενος χαλέπαινε
257,"ῥιπτάζων κατὰ δῶμα θεούς, ἐμὲ δʼ ἔξοχα πάντων"
258,"ζήτει· καί κέ μʼ ἄϊστον ἀπʼ αἰθέρος ἔμβαλε πόντῳ,"
259,εἰ μὴ Νὺξ δμήτειρα θεῶν ἐσάωσε καὶ ἀνδρῶν·
260,"τὴν ἱκόμην φεύγων, ὃ δʼ ἐπαύσατο χωόμενός περ."
261,ἅζετο γὰρ μὴ Νυκτὶ θοῇ ἀποθύμια ἕρδοι.
262,νῦν αὖ τοῦτό μʼ ἄνωγας ἀμήχανον ἄλλο τελέσσαι.
263,τὸν δʼ αὖτε προσέειπε βοῶπις πότνια Ἥρη·
264,Ὕπνε τί ἢ δὲ σὺ ταῦτα μετὰ φρεσὶ σῇσι μενοινᾷς;
265,ἦ φῂς ὣς Τρώεσσιν ἀρηξέμεν εὐρύοπα Ζῆν
266,ὡς Ἡρακλῆος περιχώσατο παῖδος ἑοῖο;
267,"ἀλλʼ ἴθʼ, ἐγὼ δέ κέ τοι Χαρίτων μίαν ὁπλοτεράων"
268,δώσω ὀπυιέμεναι καὶ σὴν κεκλῆσθαι ἄκοιτιν.
270,"ὣς φάτο, χήρατο δʼ Ὕπνος, ἀμειβόμενος δὲ προσηύδα·"
271,"ἄγρει νῦν μοι ὄμοσσον ἀάατον Στυγὸς ὕδωρ,"
272,"χειρὶ δὲ τῇ ἑτέρῃ μὲν ἕλε χθόνα πουλυβότειραν,"
273,"τῇ δʼ ἑτέρῃ ἅλα μαρμαρέην, ἵνα νῶϊν ἅπαντες"
274,"μάρτυροι ὦσʼ οἳ ἔνερθε θεοὶ Κρόνον ἀμφὶς ἐόντες,"
275,ἦ μὲν ἐμοὶ δώσειν Χαρίτων μίαν ὁπλοτεράων
276,"Πασιθέην, ἧς τʼ αὐτὸς ἐέλδομαι ἤματα πάντα."
277,"ὣς ἔφατʼ, οὐδʼ ἀπίθησε θεὰ λευκώλενος Ἥρη,"
278,"ὄμνυε δʼ ὡς ἐκέλευε, θεοὺς δʼ ὀνόμηνεν ἅπαντας"
279,τοὺς ὑποταρταρίους οἳ Τιτῆνες καλέονται.
280,"αὐτὰρ ἐπεί ῥʼ ὄμοσέν τε τελεύτησέν τε τὸν ὅρκον,"
281,τὼ βήτην Λήμνου τε καὶ Ἴμβρου ἄστυ λιπόντε
282,ἠέρα ἑσσαμένω ῥίμφα πρήσσοντε κέλευθον.
283,Ἴδην δʼ ἱκέσθην πολυπίδακα μητέρα θηρῶν
284,"Λεκτόν, ὅθι πρῶτον λιπέτην ἅλα· τὼ δʼ ἐπὶ χέρσου"
285,"βήτην, ἀκροτάτη δὲ ποδῶν ὕπο σείετο ὕλη."
286,ἔνθʼ Ὕπνος μὲν ἔμεινε πάρος Διὸς ὄσσε ἰδέσθαι
287,"εἰς ἐλάτην ἀναβὰς περιμήκετον, ἣ τότʼ ἐν Ἴδῃ"
288,μακροτάτη πεφυυῖα διʼ ἠέρος αἰθέρʼ ἵκανεν·
289,ἔνθʼ ἧστʼ ὄζοισιν πεπυκασμένος εἰλατίνοισιν
290,"ὄρνιθι λιγυρῇ ἐναλίγκιος, ἥν τʼ ἐν ὄρεσσι"
291,"χαλκίδα κικλήσκουσι θεοί, ἄνδρες δὲ κύμινδιν."
292,Ἥρη δὲ κραιπνῶς προσεβήσετο Γάργαρον ἄκρον
293,Ἴδης ὑψηλῆς· ἴδε δὲ νεφεληγερέτα Ζεύς.
294,"ὡς δʼ ἴδεν, ὥς μιν ἔρως πυκινὰς φρένας ἀμφεκάλυψεν,"
